, state , communityname, population , householdsize , racepctblack , racePctWhite , racePctAsian , racePctHisp , agePct12t21 , agePct12t29 , agePct16t24 , agePct65up , numbUrban , pctUrban , medIncome , pctWWage , pctWFarmSelf , pctWInvInc , pctWSocSec , pctWPubAsst , pctWRetire , medFamInc , perCapInc , whitePerCap , blackPerCap , indianPerCap , AsianPerCap , HispPerCap , NumUnderPov , PctPopUnderPov , PctLess9thGrade , PctNotHSGrad , PctBSorMore , PctUnemployed , PctEmploy , PctEmplManu , PctEmplProfServ , PctOccupManu , PctOccupMgmtProf , MalePctDivorce , MalePctNevMarr , FemalePctDiv , TotalPctDiv , PersPerFam , PctFam2Par , PctKids2Par , PctYoungKids2Par , PctTeen2Par , PctWorkMomYoungKids , PctWorkMom , NumIlleg , PctIlleg , NumImmig , ViolentCrimesPerPop 
1791,47,Bartletttown,0.03,0.72,0.05,0.95,0.06,0.01,0.58,0.43,0.26,0.13,0.04,1.0,0.59,0.88,0.43,0.56,0.18,0.05,0.31,0.52,0.37,0.37,0.27,0.19,0.3,0.38,0.0,0.05,0.06,0.13,0.37,0.08,0.78,0.28,0.39,0.23,0.5,0.17,0.24,0.26,0.23,0.64,0.9,0.88,0.97,0.82,0.6,0.67,0.0,0.02,0.0,0.08
1792,34,MountHollytownship,0.0,0.57,0.36,0.64,0.07,0.1,0.44,0.49,0.32,0.4,0.02,1.0,0.36,0.58,0.17,0.46,0.52,0.48,0.83,0.36,0.3,0.34,0.24,0.14,0.22,0.2,0.01,0.36,0.32,0.47,0.27,0.44,0.46,0.35,0.44,0.52,0.29,0.48,0.51,0.61,0.57,0.57,0.41,0.36,0.44,0.24,0.4,0.52,0.01,0.61,0.0,0.6
1793,9,Sheltontown,0.04,0.54,0.02,0.96,0.08,0.04,0.33,0.4,0.25,0.38,0.06,1.0,0.63,0.71,0.28,0.69,0.43,0.12,0.51,0.61,0.52,0.5,0.62,0.2,0.44,0.59,0.01,0.05,0.23,0.28,0.38,0.24,0.64,0.62,0.32,0.3,0.51,0.25,0.38,0.24,0.25,0.54,0.86,0.85,0.88,0.85,0.43,0.54,0.01,0.07,0.02,0.02
1794,6,YorbaLindacity,0.07,0.69,0.02,0.79,0.62,0.17,0.44,0.42,0.26,0.13,0.08,1.0,0.93,0.83,0.35,0.64,0.15,0.08,0.32,0.85,0.71,0.72,0.53,0.25,0.43,0.78,0.01,0.03,0.06,0.09,0.6,0.11,0.81,0.44,0.36,0.16,0.71,0.26,0.32,0.35,0.32,0.66,0.89,0.89,0.91,0.75,0.53,0.56,0.0,0.05,0.04,0.06
1795,53,Bellevuecity,0.12,0.32,0.04,0.8,0.61,0.04,0.34,0.47,0.29,0.33,0.14,1.0,0.53,0.72,0.27,0.71,0.3,0.12,0.43,0.59,0.64,0.66,0.37,0.29,0.37,0.56,0.04,0.13,0.06,0.07,0.75,0.13,0.69,0.38,0.37,0.15,0.68,0.45,0.44,0.58,0.54,0.36,0.72,0.76,0.76,0.68,0.36,0.48,0.01,0.09,0.08,0.09
1796,12,SouthDaytonacity,0.0,0.24,0.07,0.93,0.05,0.04,0.28,0.44,0.32,0.74,0.02,1.0,0.22,0.37,0.2,0.45,0.71,0.24,0.79,0.22,0.26,0.26,0.17,0.16,0.12,0.3,0.01,0.26,0.27,0.44,0.17,0.37,0.36,0.16,0.33,0.23,0.35,0.63,0.35,0.67,0.68,0.2,0.5,0.55,0.7,0.72,0.61,0.63,0.0,0.15,0.0,0.19
1797,25,Bournetown,0.01,0.47,0.03,0.95,0.04,0.02,0.4,0.46,0.32,0.49,0.0,0.0,0.37,0.52,0.23,0.41,0.56,0.27,0.63,0.36,0.34,0.33,0.31,0.07,0.24,0.27,0.01,0.17,0.13,0.21,0.35,0.38,0.46,0.18,0.47,0.22,0.43,0.34,0.46,0.42,0.4,0.46,0.72,0.76,0.84,0.64,0.56,0.54,0.0,0.13,0.0,0.16
1798,48,Bellairecity,0.01,0.28,0.01,0.92,0.12,0.15,0.16,0.24,0.09,0.49,0.02,1.0,0.56,0.61,0.36,0.81,0.44,0.01,0.46,0.58,0.66,0.65,0.34,0.29,0.84,0.45,0.0,0.07,0.09,0.1,0.8,0.11,0.69,0.17,0.64,0.07,0.86,0.49,0.28,0.66,0.61,0.31,0.7,0.73,0.84,0.8,0.69,0.68,0.0,0.03,0.0,0.14
1799,6,Chicocity,0.05,0.4,0.04,0.84,0.24,0.16,0.89,1.0,1.0,0.24,0.06,1.0,0.12,0.57,0.41,0.39,0.25,0.46,0.28,0.21,0.18,0.19,0.21,0.13,0.12,0.26,0.11,0.86,0.17,0.23,0.51,0.61,0.36,0.16,0.61,0.23,0.41,0.37,1.0,0.57,0.49,0.37,0.36,0.45,0.52,0.34,0.49,0.52,0.02,0.29,0.02,0.19
1800,39,Bucyruscity,0.01,0.35,0.01,0.99,0.02,0.01,0.4,0.45,0.28,0.49,0.0,0.0,0.17,0.39,0.25,0.4,0.57,0.46,0.62,0.19,0.21,0.2,0.2,0.15,0.16,0.24,0.02,0.41,0.38,0.53,0.15,0.64,0.31,0.92,0.26,0.8,0.23,0.63,0.28,0.62,0.65,0.42,0.56,0.61,0.65,0.66,0.58,0.46,0.01,0.23,0.0,0.07
1801,45,Greenvillecity,0.08,0.32,0.69,0.45,0.05,0.02,0.47,0.57,0.44,0.52,0.09,1.0,0.2,0.49,0.17,0.39,0.56,0.4,0.32,0.25,0.33,0.46,0.18,0.1,0.19,0.34,0.09,0.47,0.38,0.47,0.47,0.34,0.49,0.4,0.57,0.44,0.48,0.67,0.6,0.63,0.68,0.4,0.24,0.25,0.29,0.21,0.58,0.61,0.09,0.74,0.01,0.72
1802,42,WestHempfieldtownship,0.0,0.55,0.03,0.95,0.08,0.03,0.34,0.41,0.2,0.27,0.02,0.87,0.44,0.77,0.42,0.63,0.33,0.27,0.44,0.41,0.34,0.33,0.21,0.45,0.23,0.23,0.01,0.19,0.27,0.36,0.32,0.09,0.74,0.73,0.34,0.56,0.42,0.3,0.22,0.32,0.32,0.51,0.76,0.77,0.79,0.73,0.46,0.5,0.01,0.26,0.0,0.07
1803,39,Portsmouthcity,0.02,0.28,0.1,0.91,0.02,0.01,0.4,0.39,0.26,0.69,0.0,0.0,0.07,0.02,0.08,0.34,0.79,0.96,0.6,0.11,0.18,0.17,0.23,0.08,0.74,0.35,0.06,0.75,0.58,0.63,0.17,0.79,0.04,0.26,0.59,0.4,0.38,0.66,0.3,0.69,0.72,0.38,0.37,0.41,0.32,0.45,0.02,0.0,0.01,0.24,0.0,0.27
1804,33,Exetertown,0.0,0.36,0.01,0.98,0.05,0.01,0.28,0.4,0.21,0.47,0.0,0.0,0.4,0.6,0.01,0.6,0.49,0.11,0.48,0.42,0.46,0.44,0.22,0.25,0.18,0.61,0.01,0.12,0.22,0.22,0.52,0.35,0.6,0.35,0.68,0.28,0.63,0.43,0.3,0.47,0.47,0.4,0.71,0.75,0.82,0.48,0.63,0.76,0.0,0.06,0.0,0.03
1805,19,MasonCitycity,0.03,0.31,0.02,0.96,0.03,0.05,0.42,0.43,0.29,0.54,0.0,0.0,0.21,0.44,0.48,0.54,0.66,0.3,0.48,0.26,0.24,0.23,0.16,0.0,0.07,0.34,0.02,0.25,0.26,0.34,0.25,0.21,0.51,0.44,0.53,0.53,0.33,0.41,0.33,0.43,0.44,0.37,0.64,0.69,0.68,0.7,0.84,0.83,0.01,0.16,0.0,0.45
1806,53,Lynnwoodcity,0.03,0.37,0.04,0.83,0.46,0.05,0.37,0.55,0.35,0.29,0.05,1.0,0.31,0.71,0.11,0.46,0.33,0.3,0.37,0.32,0.3,0.29,0.55,0.21,0.25,0.41,0.02,0.24,0.13,0.22,0.29,0.25,0.66,0.35,0.36,0.37,0.32,0.7,0.48,0.79,0.78,0.44,0.54,0.6,0.66,0.44,0.41,0.53,0.01,0.2,0.02,0.15
1807,25,Pembroketown,0.01,0.68,0.01,0.99,0.02,0.01,0.44,0.46,0.29,0.21,0.01,0.43,0.58,0.78,0.21,0.5,0.36,0.24,0.41,0.55,0.39,0.37,0.49,0.76,0.34,0.29,0.0,0.09,0.08,0.2,0.34,0.46,0.71,0.25,0.38,0.25,0.41,0.25,0.39,0.3,0.29,0.72,0.87,0.88,0.94,0.69,0.57,0.58,0.0,0.06,0.0,0.13
1808,29,UniversityCitycity,0.05,0.32,0.94,0.22,0.13,0.02,0.37,0.47,0.31,0.43,0.06,1.0,0.34,0.58,0.18,0.56,0.45,0.27,0.4,0.37,0.42,0.61,0.3,0.18,0.19,0.46,0.05,0.33,0.18,0.27,0.67,0.4,0.57,0.29,0.9,0.25,0.74,0.46,0.56,0.64,0.59,0.43,0.38,0.38,0.66,0.35,0.67,0.78,0.05,0.63,0.02,0.26
1809,48,Burkburnettcity,0.0,0.46,0.04,0.92,0.03,0.07,0.42,0.42,0.26,0.4,0.0,0.0,0.24,0.57,1.0,0.4,0.44,0.22,0.67,0.24,0.22,0.22,0.14,0.08,0.01,0.25,0.01,0.36,0.29,0.4,0.2,0.52,0.46,0.63,0.4,0.69,0.34,0.48,0.19,0.42,0.46,0.45,0.73,0.68,0.63,0.7,0.61,0.63,0.0,0.16,0.0,0.06
1810,34,NewBrunswickcity,0.05,0.77,0.58,0.35,0.24,0.36,1.0,1.0,1.0,0.28,0.07,1.0,0.27,0.57,0.24,0.36,0.44,0.49,0.32,0.28,0.21,0.25,0.25,0.21,0.22,0.27,0.07,0.58,0.55,0.6,0.37,0.59,0.41,0.35,0.65,0.43,0.35,0.36,1.0,0.34,0.36,0.58,0.14,0.13,0.25,0.0,0.65,0.64,0.06,1.0,0.05,0.62
1811,18,NewAlbanycity,0.04,0.34,0.12,0.9,0.01,0.01,0.38,0.45,0.29,0.54,0.06,1.0,0.2,0.46,0.15,0.43,0.58,0.43,0.58,0.2,0.23,0.22,0.18,0.16,0.3,0.24,0.05,0.4,0.47,0.55,0.19,0.44,0.42,0.49,0.42,0.57,0.33,0.71,0.34,0.75,0.77,0.37,0.41,0.42,0.49,0.35,0.56,0.58,0.02,0.24,0.0,0.53
1812,34,Lodiborough,0.02,0.35,0.06,0.85,0.3,0.17,0.27,0.48,0.26,0.56,0.04,1.0,0.36,0.57,0.18,0.51,0.57,0.17,0.45,0.4,0.36,0.34,0.47,0.0,0.35,0.36,0.01,0.15,0.59,0.59,0.23,0.45,0.51,0.53,0.15,0.47,0.32,0.43,0.46,0.44,0.45,0.46,0.64,0.65,0.71,0.56,0.27,0.32,0.01,0.16,0.03,0.09
1813,48,Rosenbergcity,0.02,0.6,0.15,0.45,0.02,0.82,0.49,0.53,0.34,0.3,0.0,0.0,0.23,0.6,0.66,0.33,0.38,0.31,0.24,0.24,0.17,0.25,0.16,0.48,0.18,0.22,0.04,0.57,0.81,0.73,0.13,0.38,0.56,0.34,0.41,0.53,0.18,0.56,0.37,0.56,0.58,0.71,0.57,0.54,0.62,0.57,0.69,0.66,0.01,0.17,0.01,0.49
1814,29,Warrensburgcity,0.01,0.65,0.15,0.84,0.12,0.02,1.0,1.0,1.0,0.25,0.0,0.0,0.13,0.65,0.83,0.53,0.33,0.27,0.38,0.22,0.15,0.15,0.13,0.08,0.36,0.18,0.03,0.69,0.24,0.26,0.57,0.53,0.3,0.16,0.82,0.23,0.46,0.18,1.0,0.21,0.2,0.31,0.6,0.64,0.72,0.56,0.43,0.54,0.0,0.21,0.0,0.09
1815,36,Newburghcity,0.03,0.59,0.68,0.25,0.03,0.43,0.53,0.59,0.42,0.33,0.04,1.0,0.18,0.39,0.06,0.23,0.47,0.64,0.41,0.18,0.16,0.22,0.22,0.07,0.23,0.23,0.06,0.7,0.64,0.75,0.17,0.81,0.37,0.54,0.51,0.68,0.25,0.64,0.69,0.64,0.67,0.72,0.11,0.14,0.0,0.23,0.34,0.36,0.08,1.0,0.02,0.64
1816,9,Darientown,0.01,0.54,0.01,0.96,0.12,0.03,0.3,0.29,0.19,0.42,0.03,1.0,1.0,0.72,0.42,0.92,0.38,0.06,0.47,1.0,1.0,1.0,0.36,0.43,0.8,1.0,0.0,0.03,0.06,0.08,0.98,0.15,0.54,0.3,0.35,0.06,0.86,0.14,0.29,0.2,0.18,0.5,0.94,0.95,0.95,0.84,0.0,0.0,0.0,0.03,0.01,0.01
1817,37,Wilmingtoncity,0.07,0.29,0.66,0.47,0.03,0.01,0.55,0.58,0.49,0.53,0.09,1.0,0.15,0.44,0.22,0.33,0.56,0.51,0.45,0.2,0.24,0.32,0.17,0.14,0.44,0.24,0.11,0.59,0.33,0.46,0.32,0.38,0.41,0.31,0.42,0.42,0.37,0.58,0.62,0.7,0.68,0.34,0.19,0.22,0.25,0.23,0.56,0.59,0.08,0.69,0.01,0.5
1818,9,NorthBranfordtown,0.0,0.57,0.02,0.97,0.03,0.01,0.36,0.4,0.24,0.3,0.02,0.79,0.65,0.76,0.48,0.73,0.37,0.14,0.5,0.58,0.49,0.47,0.66,0.24,0.61,0.6,0.0,0.04,0.13,0.25,0.4,0.12,0.74,0.41,0.49,0.26,0.51,0.23,0.33,0.21,0.22,0.56,0.88,0.89,1.0,0.81,0.52,0.47,0.0,0.04,0.0,0.02
1819,6,Woodlandcity,0.05,0.52,0.02,0.66,0.19,0.48,0.4,0.48,0.28,0.34,0.0,0.0,0.33,0.57,0.55,0.41,0.39,0.5,0.4,0.34,0.3,0.33,0.21,0.22,0.23,0.33,0.03,0.24,0.37,0.41,0.26,0.51,0.55,0.24,0.49,0.45,0.33,0.56,0.35,0.64,0.63,0.54,0.58,0.59,0.63,0.62,0.61,0.68,0.02,0.21,0.03,0.24
1820,53,DesMoinescity,0.01,0.33,0.07,0.84,0.32,0.05,0.28,0.5,0.28,0.47,0.03,1.0,0.34,0.69,0.0,0.54,0.35,0.23,0.54,0.36,0.4,0.4,0.3,0.21,0.23,0.43,0.01,0.18,0.13,0.22,0.31,0.23,0.54,0.52,0.19,0.39,0.35,0.76,0.48,0.73,0.78,0.28,0.41,0.49,0.45,0.3,0.42,0.67,0.01,0.34,0.01,0.23
1821,6,ElCerritocity,0.02,0.26,0.18,0.48,1.0,0.12,0.18,0.3,0.18,0.75,0.04,1.0,0.46,0.38,0.28,0.75,0.6,0.26,0.88,0.5,0.57,0.63,0.41,0.17,0.42,0.54,0.01,0.12,0.12,0.16,0.76,0.18,0.44,0.18,0.9,0.13,0.85,0.45,0.45,0.55,0.53,0.26,0.62,0.65,0.8,0.54,0.63,0.65,0.01,0.15,0.03,0.38
1822,28,Greenvillecity,0.06,0.59,1.0,0.08,0.02,0.01,0.55,0.51,0.33,0.38,0.0,0.0,0.11,0.39,0.19,0.17,0.55,0.91,0.3,0.14,0.13,0.31,0.14,0.04,0.27,0.18,0.13,0.85,0.64,0.68,0.24,0.87,0.28,0.45,0.46,0.56,0.34,0.63,0.54,0.63,0.66,0.74,0.19,0.12,0.19,0.18,0.65,0.64,0.12,1.0,0.0,0.23
1823,29,Moberlycity,0.0,0.34,0.14,0.88,0.03,0.01,0.43,0.45,0.3,0.63,0.0,0.0,0.15,0.33,0.72,0.45,0.69,0.31,0.33,0.19,0.18,0.18,0.16,0.25,0.14,0.22,0.02,0.48,0.51,0.55,0.21,0.56,0.34,0.36,0.51,0.54,0.32,0.52,0.28,0.49,0.52,0.4,0.56,0.57,0.53,0.59,0.78,0.72,0.01,0.2,0.0,0.41
1824,25,Marbleheadtown,0.02,0.32,0.01,0.98,0.05,0.01,0.23,0.3,0.17,0.47,0.03,1.0,0.69,0.6,0.32,0.75,0.42,0.11,0.46,0.75,0.88,0.85,0.74,0.0,0.27,0.78,0.01,0.07,0.04,0.04,0.88,0.16,0.66,0.28,0.6,0.07,0.83,0.34,0.36,0.4,0.39,0.35,0.82,0.86,0.88,0.66,0.38,0.48,0.0,0.02,0.01,0.05
1825,29,Springfieldcity,0.21,0.33,0.05,0.94,0.05,0.02,0.59,0.64,0.57,0.48,0.22,1.0,0.16,0.5,0.33,0.46,0.53,0.34,0.41,0.2,0.23,0.22,0.19,0.18,0.25,0.29,0.21,0.47,0.3,0.39,0.32,0.34,0.44,0.31,0.51,0.42,0.34,0.61,0.5,0.6,0.63,0.33,0.57,0.6,0.63,0.58,0.56,0.57,0.03,0.13,0.01,0.18
1826,34,PomptonLakesborough,0.0,0.45,0.01,0.96,0.09,0.05,0.3,0.41,0.23,0.45,0.02,1.0,0.61,0.73,0.21,0.67,0.47,0.16,0.57,0.59,0.49,0.47,0.32,0.0,0.62,0.59,0.0,0.04,0.24,0.34,0.37,0.18,0.66,0.54,0.3,0.4,0.48,0.31,0.37,0.37,0.36,0.51,0.78,0.8,0.9,0.75,0.45,0.49,0.0,0.07,0.01,0.02
1827,1,Hoovercity,0.05,0.35,0.06,0.93,0.07,0.01,0.33,0.46,0.26,0.31,0.06,1.0,0.55,0.78,0.28,0.72,0.29,0.04,0.4,0.58,0.58,0.57,0.41,0.05,0.36,0.83,0.01,0.07,0.03,0.07,0.75,0.09,0.7,0.16,0.55,0.07,0.78,0.31,0.27,0.44,0.4,0.38,0.82,0.86,0.89,0.79,0.59,0.56,0.0,0.04,0.01,0.09
1828,6,Irvinecity,0.16,0.48,0.04,0.67,1.0,0.11,0.53,0.59,0.44,0.15,0.17,1.0,0.74,0.81,0.17,0.66,0.13,0.1,0.15,0.75,0.69,0.76,0.39,0.28,0.38,0.62,0.06,0.16,0.04,0.05,0.87,0.16,0.73,0.38,0.55,0.08,0.83,0.37,0.54,0.55,0.49,0.49,0.75,0.8,0.85,0.65,0.4,0.44,0.01,0.08,0.16,0.05
1829,49,Clearfieldcity,0.02,0.87,0.09,0.79,0.25,0.15,0.7,0.69,0.51,0.15,0.03,1.0,0.25,0.75,0.44,0.39,0.21,0.29,0.57,0.22,0.12,0.12,0.15,0.03,0.15,0.24,0.03,0.46,0.12,0.21,0.18,0.4,0.48,0.4,0.15,0.53,0.28,0.42,0.51,0.48,0.46,0.85,0.7,0.71,0.71,0.62,0.45,0.46,0.01,0.21,0.01,0.07
1830,48,Andrewscity,0.0,0.61,0.05,0.6,0.07,0.63,0.52,0.51,0.3,0.33,0.0,0.0,0.24,0.6,0.62,0.3,0.44,0.29,0.42,0.23,0.18,0.21,0.28,0.2,0.17,0.2,0.01,0.42,0.63,0.68,0.14,0.45,0.39,0.22,0.34,0.64,0.31,0.36,0.22,0.4,0.39,0.68,0.77,0.73,0.74,0.74,0.31,0.2,0.0,0.09,0.01,0.07
1831,12,DeLandcity,0.01,0.34,0.43,0.64,0.02,0.07,0.53,0.52,0.46,0.8,0.0,0.0,0.14,0.16,0.39,0.46,0.86,0.29,0.76,0.17,0.19,0.22,0.15,0.1,0.15,0.26,0.03,0.54,0.3,0.47,0.29,0.48,0.15,0.25,0.67,0.47,0.45,0.61,0.53,0.61,0.64,0.34,0.23,0.24,0.27,0.28,0.68,0.57,0.02,0.51,0.0,0.81
1832,34,Hanovertownship,0.0,0.64,0.02,0.89,0.38,0.04,0.39,0.39,0.29,0.46,0.02,1.0,0.81,0.74,0.2,0.87,0.51,0.11,0.62,0.74,0.6,0.59,0.61,0.64,0.41,0.63,0.0,0.02,0.21,0.25,0.56,0.13,0.63,0.41,0.4,0.18,0.61,0.13,0.42,0.13,0.13,0.62,0.92,0.94,0.94,0.91,0.13,0.29,0.0,0.01,0.01,0.04
1833,38,WestFargocity,0.0,0.5,0.0,0.98,0.01,0.01,0.49,0.54,0.31,0.15,0.02,1.0,0.3,0.81,0.58,0.42,0.26,0.17,0.16,0.29,0.21,0.2,0.02,0.15,0.02,0.43,0.01,0.19,0.25,0.23,0.23,0.22,0.86,0.24,0.34,0.42,0.25,0.38,0.38,0.47,0.44,0.6,0.73,0.8,0.88,0.7,0.94,1.0,0.0,0.1,0.0,0.02
1834,25,Graftontown,0.0,0.47,0.03,0.96,0.07,0.02,0.41,0.5,0.32,0.38,0.02,0.73,0.51,0.7,0.2,0.52,0.45,0.18,0.5,0.49,0.42,0.41,0.19,0.05,0.33,0.23,0.01,0.12,0.22,0.29,0.39,0.38,0.6,0.59,0.43,0.32,0.5,0.31,0.42,0.33,0.33,0.47,0.81,0.8,0.85,0.79,0.48,0.64,0.0,0.15,0.0,0.15
1835,34,Patersoncity,0.21,0.73,0.7,0.1,0.09,0.76,0.52,0.6,0.41,0.29,0.22,1.0,0.25,0.58,0.14,0.23,0.42,0.64,0.29,0.24,0.18,0.23,0.26,0.15,0.25,0.3,0.23,0.49,0.78,0.8,0.12,0.76,0.46,0.69,0.29,0.87,0.15,0.54,0.71,0.61,0.6,0.84,0.24,0.21,0.38,0.23,0.51,0.49,0.34,1.0,0.24,0.65
1836,13,Brunswickcity,0.01,0.45,1.0,0.1,0.02,0.01,0.44,0.47,0.31,0.51,0.03,1.0,0.1,0.41,0.15,0.2,0.67,0.79,0.58,0.11,0.13,0.25,0.16,0.29,0.2,0.49,0.04,0.7,0.52,0.66,0.15,0.63,0.3,0.29,0.25,0.44,0.21,0.87,0.47,0.88,0.92,0.51,0.05,0.03,0.0,0.17,0.62,0.57,0.03,0.81,0.0,0.86
1837,40,Sapulpacity,0.01,0.41,0.1,0.8,0.02,0.02,0.42,0.42,0.27,0.51,0.0,0.0,0.2,0.39,0.26,0.36,0.59,0.27,0.41,0.23,0.23,0.24,0.14,0.14,0.0,0.3,0.02,0.31,0.38,0.51,0.18,0.34,0.4,0.41,0.37,0.54,0.31,0.55,0.21,0.56,0.58,0.42,0.63,0.62,0.67,0.69,0.44,0.43,0.01,0.16,0.0,0.12
1838,40,OklahomaCitycity,0.7,0.35,0.31,0.62,0.14,0.09,0.38,0.49,0.3,0.37,0.69,0.99,0.23,0.57,0.41,0.4,0.4,0.31,0.44,0.26,0.29,0.33,0.21,0.16,0.25,0.26,0.63,0.42,0.24,0.37,0.34,0.45,0.52,0.25,0.39,0.37,0.4,0.76,0.37,0.75,0.78,0.44,0.51,0.51,0.54,0.52,0.56,0.56,0.34,0.36,0.13,0.57
1839,9,EastHartfordtown,0.06,0.35,0.16,0.8,0.13,0.11,0.29,0.48,0.29,0.52,0.08,1.0,0.41,0.59,0.15,0.53,0.54,0.26,0.61,0.43,0.39,0.4,0.33,0.24,0.28,0.41,0.02,0.13,0.34,0.45,0.2,0.31,0.6,0.46,0.19,0.41,0.31,0.56,0.51,0.54,0.56,0.38,0.54,0.56,0.57,0.51,0.69,0.69,0.03,0.26,0.04,0.16
1840,18,Andersoncity,0.08,0.33,0.28,0.77,0.02,0.01,0.47,0.51,0.38,0.53,0.09,1.0,0.19,0.4,0.22,0.39,0.6,0.42,0.73,0.22,0.24,0.24,0.26,0.11,0.2,0.22,0.09,0.47,0.34,0.5,0.18,0.53,0.39,0.63,0.36,0.65,0.23,0.73,0.38,0.7,0.74,0.37,0.39,0.41,0.44,0.34,0.56,0.62,0.05,0.38,0.0,0.18
1841,28,Gulfportcity,0.05,0.4,0.56,0.54,0.05,0.03,0.42,0.5,0.33,0.47,0.06,1.0,0.16,0.41,0.15,0.31,0.53,0.44,0.59,0.17,0.21,0.27,0.17,0.32,0.15,0.25,0.07,0.54,0.3,0.43,0.28,0.5,0.34,0.23,0.49,0.43,0.41,0.85,0.43,0.76,0.83,0.44,0.35,0.35,0.46,0.36,0.52,0.5,0.04,0.45,0.01,0.16
1842,13,Thomasvillecity,0.01,0.41,1.0,0.19,0.01,0.01,0.43,0.42,0.25,0.54,0.0,0.0,0.14,0.42,0.12,0.24,0.64,0.73,0.44,0.17,0.21,0.39,0.16,0.55,0.25,0.22,0.04,0.69,0.55,0.61,0.29,0.41,0.37,0.47,0.71,0.55,0.4,0.63,0.38,0.71,0.72,0.49,0.24,0.22,0.11,0.14,0.52,0.52,0.03,0.58,0.0,0.24
1843,22,BossierCitycity,0.07,0.5,0.35,0.69,0.09,0.05,0.47,0.57,0.37,0.27,0.08,1.0,0.24,0.64,0.24,0.36,0.34,0.27,0.62,0.23,0.21,0.25,0.14,0.22,0.15,0.27,0.07,0.42,0.19,0.31,0.24,0.46,0.54,0.21,0.42,0.31,0.35,0.55,0.35,0.61,0.61,0.51,0.57,0.55,0.51,0.54,0.53,0.56,0.04,0.38,0.01,0.44
1844,34,EastBrunswicktownship,0.05,0.58,0.04,0.82,0.56,0.05,0.39,0.44,0.28,0.27,0.07,1.0,0.78,0.78,0.15,0.74,0.33,0.11,0.44,0.74,0.66,0.66,0.58,0.35,0.43,0.78,0.01,0.04,0.14,0.18,0.67,0.2,0.68,0.38,0.54,0.2,0.72,0.16,0.38,0.21,0.19,0.58,0.92,0.91,0.94,0.8,0.39,0.5,0.0,0.05,0.04,0.06
1845,34,Deptfordtownship,0.02,0.53,0.2,0.82,0.07,0.03,0.37,0.49,0.3,0.4,0.04,0.96,0.44,0.67,0.13,0.43,0.47,0.2,0.61,0.43,0.33,0.32,0.35,0.16,0.33,0.52,0.01,0.12,0.27,0.46,0.19,0.29,0.56,0.39,0.29,0.48,0.27,0.45,0.44,0.38,0.42,0.57,0.69,0.67,0.84,0.67,0.32,0.36,0.01,0.17,0.0,0.16
1846,48,Pearlandcity,0.01,0.54,0.03,0.87,0.09,0.23,0.42,0.44,0.26,0.23,0.03,1.0,0.51,0.84,0.4,0.51,0.25,0.07,0.24,0.5,0.42,0.42,0.38,0.29,0.45,0.41,0.01,0.11,0.18,0.24,0.35,0.14,0.73,0.4,0.36,0.23,0.48,0.43,0.25,0.46,0.47,0.51,0.75,0.77,0.86,0.66,0.51,0.62,0.0,0.12,0.0,0.08
1847,34,Newarkcity,0.43,0.62,1.0,0.0,0.07,0.48,0.54,0.62,0.42,0.28,0.44,1.0,0.17,0.39,0.1,0.14,0.43,1.0,0.27,0.18,0.14,0.2,0.23,0.14,0.27,0.28,0.64,0.7,0.76,0.87,0.12,1.0,0.28,0.47,0.38,0.79,0.16,0.64,0.84,0.68,0.69,0.78,0.0,0.0,0.05,0.0,0.36,0.29,0.97,1.0,0.34,1.0
1848,48,PortNechescity,0.0,0.43,0.01,0.97,0.06,0.06,0.39,0.42,0.26,0.36,0.02,1.0,0.4,0.56,0.3,0.57,0.46,0.15,0.42,0.4,0.34,0.33,0.4,0.15,0.41,0.44,0.01,0.19,0.16,0.25,0.28,0.35,0.45,0.59,0.47,0.39,0.4,0.45,0.22,0.38,0.42,0.44,0.79,0.82,0.91,0.77,0.37,0.44,0.0,0.04,0.0,0.14
1849,51,Petersburgcity,0.05,0.42,1.0,0.0,0.04,0.02,0.36,0.49,0.34,0.49,0.06,1.0,0.16,0.45,0.18,0.19,0.6,0.6,0.76,0.2,0.18,0.33,0.23,0.12,0.29,0.29,0.07,0.54,0.6,0.67,0.2,0.55,0.33,0.34,0.58,0.61,0.23,0.79,0.66,0.73,0.79,0.47,0.06,0.03,0.1,0.24,0.58,0.66,0.09,1.0,0.0,0.55
1850,28,OceanSpringscity,0.01,0.44,0.12,0.87,0.15,0.03,0.45,0.43,0.25,0.33,0.02,1.0,0.32,0.57,0.26,0.44,0.42,0.21,0.76,0.34,0.3,0.3,0.29,0.06,0.1,0.44,0.01,0.26,0.17,0.27,0.41,0.43,0.49,0.45,0.48,0.25,0.46,0.52,0.27,0.52,0.54,0.51,0.69,0.68,0.78,0.52,0.56,0.59,0.0,0.06,0.0,0.13
1851,12,Naplescity,0.02,0.09,0.11,0.91,0.01,0.04,0.06,0.06,0.04,1.0,0.03,1.0,0.52,0.0,0.35,0.85,1.0,0.11,0.95,0.66,1.0,1.0,0.32,0.35,0.52,0.4,0.01,0.15,0.11,0.17,0.62,0.13,0.04,0.09,0.41,0.12,0.63,0.42,0.09,0.36,0.4,0.0,0.56,0.55,0.59,0.5,0.61,0.43,0.0,0.07,0.01,0.22
